CustomerID,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,GeographyKey,DemographicsKey,ContractKey
0220-EBGCE,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,85.85,167.3,Yes,1,67,3273,Competitor offered more data,412,1,2
2754-VDLTR,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,95.2,930.4,Yes,1,69,4922,Competitor offered more data,1147,1,6
3190-XFANI,49,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,100.6,5069.65,Yes,1,82,5585,Competitor offered more data,969,1,9
7551-DACSP,6,Yes,No,DSL,No,Yes,Yes,No,No,No,55.3,324.25,Yes,1,99,3878,Competitor made better offer,970,7,1
7235-NXZCP,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,74.85,156.4,Yes,1,84,5378,Competitor made better offer,1148,6,1
0520-FDVVT,35,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,102.35,3626.1,Yes,1,80,2473,Price too high,417,1,9
1444-VVSGW,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,115.65,7968.85,Yes,1,99,5563,Product dissatisfaction,1149,8,12
5712-PTIWW,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,79.85,152.45,Yes,1,91,3280,Service dissatisfaction,1150,1,2
3315-TOTBP,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,76.0,1130.85,Yes,1,74,4938,Lack of self-service on Website,1151,1,1
6661-HBGWL,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,104.75,4323.45,Yes,1,79,2984,Network reliability,732,14,3
1518-VOWAV,9,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,74.65,703.55,Yes,1,90,5900,Limited range of services,733,9,2
5909-ECHUI,1,Yes,No,DSL,No,No,No,No,No,Yes,56.25,56.25,Yes,1,71,3065,Lack of affordable download/upload speed,734,9,2
1309-BXVOQ,21,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,106.1,2249.95,Yes,1,69,3584,Long distance charges,735,8,2
9317-WZPGV,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,79.75,159.4,Yes,1,77,4038,Extra data charges,736,14,3
2856-HYAPG,1,Yes,No,Fiber optic,No,No,No,No,No,No,68.65,68.65,Yes,1,99,3052,Price too high,1152,9,6
4488-PSYCG,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.25,327.45,Yes,1,83,4327,Product dissatisfaction,421,1,10
3621-CEOVK,14,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,100.2,1369.8,Yes,1,97,3369,Service dissatisfaction,973,15,2
6906-ANDWJ,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,74.9,1107.25,Yes,1,97,2510,Lack of self-service on Website,423,8,3
1031-IIDEO,1,Yes,No,Fiber optic,No,No,No,No,No,No,70.85,70.85,Yes,1,72,2874,Network reliability,743,9,2
5832-XKAES,2,Yes,No,Fiber optic,No,No,No,No,No,No,69.8,134.7,Yes,1,74,2320,Don't know,744,1,7
4701-AHWMW,55,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,54.55,2978.3,Yes,1,69,6041,Attitude of service provider,974,8,3
9210-IAHGH,7,Yes,No,DSL,No,No,No,Yes,Yes,Yes,70.75,450.8,Yes,1,84,2248,Attitude of support person,1153,9,7
0023-XUOPT,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,94.1,1215.6,Yes,1,75,2973,Don't know,976,5,6
4592-IWTJI,3,No,No phone service,DSL,Yes,No,No,No,No,No,29.7,91.7,Yes,1,84,2613,Attitude of support person,432,3,4
7632-MNYOY,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,110.9,7432.05,Yes,1,93,4389,Attitude of service provider,746,6,12
6518-LGAOV,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,105.0,4026.4,Yes,1,92,2341,Attitude of service provider,435,5,2
7242-QZLXF,1,No,No phone service,DSL,No,No,No,No,No,No,25.3,25.3,Yes,1,99,5421,Attitude of service provider,436,4,2
4576-CSAJH,22,Yes,No,DSL,No,Yes,No,Yes,No,No,55.15,1193.05,Yes,1,84,5866,Attitude of support person,978,1,19
1000-AJSLD,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.1,20.1,Yes,1,70,4389,Competitor made better offer,1154,1,1
1062-LHZOD,1,Yes,No,Fiber optic,No,No,No,No,No,No,69.9,69.9,Yes,1,84,2100,Moved,2,8,1
9600-NAXZN,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,101.4,4528.0,Yes,1,79,3370,Moved,4,1,2
6457-USBER,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,80.8,80.8,Yes,1,82,4424,Moved,441,1,2
4662-EKDPQ,2,Yes,Yes,DSL,No,No,No,No,No,Yes,62.05,118.3,Yes,1,96,5344,Competitor had better devices,747,1,10
9248-OJYKK,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,76.45,76.45,Yes,1,95,3763,Competitor offered higher download speeds,748,6,2
3398-FSHON,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,91.3,1094.5,Yes,1,94,4703,Competitor offered more data,1155,14,2
3319-DWOEP,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,95.75,573.75,Yes,1,89,5750,Competitor made better offer,6,13,2
9259-PACGQ,34,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,62.65,2274.9,Yes,1,91,3918,Competitor had better devices,1156,5,6
4415-IJZTP,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,74.5,74.5,Yes,1,69,2016,Competitor had better devices,980,9,2
1465-VINDH,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,102.1,1068.85,Yes,1,78,3596,Competitor offered higher download speeds,9,5,7
2810-FTLEM,16,Yes,No,DSL,Yes,No,No,No,No,No,50.15,762.25,Yes,1,69,4254,Competitor offered higher download speeds,1157,9,2
1925-TIBLE,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,86.5,582.5,Yes,1,74,3887,Competitor offered higher download speeds,753,5,2
0818-OCPZO,27,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,81.45,2122.05,Yes,1,83,2571,Competitor offered more data,448,6,2
1447-GIQMR,1,Yes,No,Fiber optic,No,No,No,No,No,No,69.15,69.15,Yes,1,87,4179,Competitor offered more data,449,8,2
0872-NXJYS,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,79.55,723.4,Yes,1,81,3246,Competitor offered more data,1158,9,2
9412-ARGBX,48,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,95.5,4627.85,Yes,1,97,2459,Competitor made better offer,1159,9,24
1389-CXMLU,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,91.05,289.1,Yes,1,99,2194,Competitor made better offer,1160,6,6
5561-NWEVX,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,79.2,172.85,Yes,1,67,4225,Price too high,453,15,6
2737-WFVYW,2,No,No phone service,DSL,No,No,No,No,Yes,Yes,45.25,85.5,Yes,1,74,4566,Product dissatisfaction,22,9,2
2272-QAGFO,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,74.3,1096.25,Yes,1,71,5342,Service dissatisfaction,1161,14,2
9850-OWRHQ,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,74.1,228.0,Yes,1,69,5657,Lack of self-service on Website,989,5,7
3768-NLUBH,57,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,100.6,5746.15,Yes,1,74,5247,Network reliability,1162,13,6
8676-TRMJS,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,75.0,209.1,Yes,1,88,3190,Limited range of services,26,1,5
7359-SSBJK,64,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,70.2,4481.0,Yes,1,89,6080,Lack of affordable download/upload speed,1163,14,17
0685-MLYYM,2,Yes,No,Fiber optic,No,No,No,No,No,No,70.75,154.85,Yes,1,96,4407,Long distance charges,457,14,6
8182-PNAGI,12,Yes,No,DSL,No,No,No,Yes,No,No,50.25,593.75,Yes,1,67,3624,Extra data charges,30,1,10
7957-RYHQD,40,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,79.2,3233.85,Yes,1,94,3207,Price too high,461,14,7
2180-DXNEG,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,96.0,1062.1,Yes,1,89,5239,Product dissatisfaction,32,9,2
5515-AKOAJ,54,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,100.1,5440.9,Yes,1,75,5763,Service dissatisfaction,1164,9,2
8976-OQHGT,4,Yes,No,DSL,No,Yes,No,Yes,No,No,56.5,235.1,Yes,1,99,5758,Lack of self-service on Website,462,3,5
6230-BSUXY,1,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,85.0,85.0,Yes,1,93,2650,Network reliability,1165,14,2
5294-CDGWY,51,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,59.3,3014.65,Yes,1,95,5633,Don't know,993,8,18
5295-PCJOO,4,Yes,No,DSL,Yes,No,No,No,No,No,49.4,184.4,Yes,1,84,4455,Don't know,1166,4,2
9863-JZAIC,35,Yes,No,DSL,No,No,No,No,Yes,No,55.0,2010.55,Yes,1,100,2220,Don't know,769,1,5
7660-HDPJV,1,Yes,No,Fiber optic,No,No,No,No,No,No,69.2,69.2,Yes,1,81,2637,Poor expertise of online support,465,9,2
7931-PXHFC,38,Yes,No,DSL,No,No,Yes,Yes,No,Yes,62.3,2354.8,Yes,1,83,3818,Poor expertise of phone support,995,1,20
3990-QYKBE,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,92.5,3473.4,Yes,1,95,4127,Competitor had better devices,1167,13,2
4919-MOAVT,3,Yes,No,Fiber optic,No,No,No,No,No,No,69.65,220.1,Yes,1,84,2421,Competitor offered higher download speeds,42,1,6
3090-HAWSU,61,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,111.6,6876.05,Yes,1,87,4495,Competitor offered more data,44,1,17
9820-RMCQV,11,Yes,No,DSL,Yes,No,No,No,No,No,48.55,501.0,Yes,1,92,4444,Competitor made better offer,998,9,4
7839-QRKXN,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.2,20.2,Yes,1,69,4197,Competitor had better devices,773,9,1
5204-QZXPU,19,No,No phone service,DSL,No,No,Yes,No,Yes,No,39.65,733.35,Yes,1,78,2933,Competitor had better devices,1168,1,2
4597-ELFTS,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.9,1334.0,Yes,1,92,5327,Competitor offered higher download speeds,47,1,18
8450-JOVAH,2,Yes,Yes,DSL,Yes,No,No,No,No,No,56.7,113.55,Yes,1,77,5560,Competitor offered higher download speeds,469,7,5
1113-IUJYX,14,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,105.95,1348.9,Yes,1,84,5887,Competitor offered higher download speeds,1169,5,15
9274-CNFMO,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,74.95,308.7,Yes,1,69,3716,Competitor offered more data,473,13,6
7758-XKCBS,15,No,No phone service,DSL,No,No,No,Yes,No,No,29.7,438.25,Yes,1,82,5518,Competitor offered more data,474,1,2
8992-JQYUN,1,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,50.35,50.35,Yes,1,65,4526,Competitor offered more data,1170,8,2
0617-AQNWT,64,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,47.85,3147.5,Yes,1,66,6347,Competitor made better offer,1171,5,23
2446-PLQVO,1,Yes,No,Fiber optic,No,No,No,No,No,No,70.3,70.3,Yes,1,78,4512,Don't know,51,1,2
3005-NFMTA,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,98.8,5617.75,Yes,1,69,5543,Price too high,1172,6,2
8784-CGILN,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,99.85,1776.95,Yes,1,100,3068,Product dissatisfaction,779,9,3
5389-FFVKB,32,Yes,No,Fiber optic,No,No,No,No,No,Yes,80.3,2483.05,Yes,1,94,5365,Service dissatisfaction,1173,13,7
8444-WRIDW,66,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,80.45,5224.35,Yes,1,79,5011,Lack of self-service on Website,1174,14,7
9451-LPGOO,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,86.8,620.35,Yes,1,66,3780,Network reliability,54,1,2
5868-YWPDW,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,84.2,519.15,Yes,1,72,5834,Limited range of services,479,13,2
2025-JKFWI,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,99.0,1301.7,Yes,1,81,3493,Lack of affordable download/upload speed,783,1,1
4078-SAYYN,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,100.75,1129.75,Yes,1,65,2229,Long distance charges,480,9,2
9940-HPQPG,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,91.75,865.8,Yes,1,91,4176,Extra data charges,57,5,10
6618-RYATB,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,79.55,79.55,Yes,1,93,5571,Price too high,58,9,1
9079-YEXQJ,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,111.1,6014.85,Yes,1,93,5527,Product dissatisfaction,482,9,6
2685-SREOM,25,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,89.1,2368.4,Yes,1,96,4793,Service dissatisfaction,1175,5,2
0402-CQAJN,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,101.9,3545.35,Yes,1,83,4437,Lack of self-service on Website,62,9,3
6692-UDPJC,14,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,91.65,1301.0,Yes,1,65,4304,Network reliability,1176,3,2
1273-MTETI,4,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,88.85,372.45,Yes,1,74,2754,Don't know,1002,14,2
5480-HPRRX,3,No,No phone service,DSL,No,No,No,No,No,No,25.3,77.75,Yes,1,74,3542,Attitude of support person,1177,14,6
0295-PPHDO,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,95.45,95.45,Yes,1,71,5962,Attitude of support person,63,1,2
1195-OIYEJ,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,91.1,1135.7,Yes,1,78,5347,Attitude of support person,64,1,2
5906-CVLHP,45,Yes,No,DSL,No,Yes,No,Yes,No,No,54.15,2319.8,Yes,1,92,2761,Attitude of service provider,65,5,19
4501-EQDRN,1,Yes,No,Fiber optic,No,No,No,No,No,No,69.7,69.7,Yes,1,98,4620,Attitude of service provider,1178,9,10
2990-HWIML,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,89.5,573.3,Yes,1,82,2898,Attitude of service provider,67,9,2
7384-GHBPI,3,No,No phone service,DSL,No,No,No,No,No,Yes,35.15,99.75,Yes,1,83,2987,Attitude of support person,71,8,2
7603-USHJS,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,73.75,871.4,Yes,1,78,2010,Attitude of support person,1005,4,7
7234-FECYN,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,101.35,780.5,Yes,1,68,5546,Attitude of support person,1179,14,6
5876-HZVZM,6,Yes,No,DSL,Yes,Yes,No,No,No,No,55.9,365.35,Yes,1,87,4914,Attitude of service provider,1180,3,4
1400-MMYXY,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,105.9,334.65,Yes,1,71,2715,Attitude of service provider,1006,13,2
3085-QUOZK,1,Yes,No,DSL,No,No,No,No,No,No,43.95,43.95,Yes,1,76,3238,Attitude of service provider,74,9,5
3926-CUQZX,1,Yes,No,DSL,No,No,No,No,No,No,45.1,45.1,Yes,1,77,4884,Don't know,789,1,3
1041-RXHRA,41,Yes,No,Fiber optic,No,No,No,No,No,No,70.25,2868.05,Yes,1,69,3407,Attitude of support person,77,9,10
1750-CSKKM,9,Yes,No,DSL,No,No,No,No,Yes,No,55.35,449.75,Yes,1,70,2688,Attitude of support person,1008,4,6
7142-HVGBG,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,103.0,4414.3,Yes,1,99,2505,Attitude of service provider,79,13,2
8267-ZNYVZ,33,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,103.75,3361.05,Yes,1,81,3824,Attitude of service provider,1181,5,16
6457-GIRWB,1,Yes,No,Fiber optic,No,No,No,No,No,No,69.35,69.35,Yes,1,88,2843,Attitude of service provider,1009,1,2
1450-SKCVI,56,Yes,No,Fiber optic,No,Yes,No,No,No,No,73.85,4092.85,Yes,1,72,5276,Attitude of support person,82,9,2
5570-PTWEH,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,75.15,216.75,Yes,1,78,2270,Attitude of support person,493,5,7
6502-MJQAE,1,Yes,No,Fiber optic,No,No,No,No,No,No,69.6,69.6,Yes,1,87,2072,Attitude of support person,1182,1,2
7693-LCKZL,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,80.15,385.0,Yes,1,84,5124,Attitude of service provider,1012,7,2
0032-PGELS,1,No,No phone service,DSL,Yes,No,No,No,No,No,30.5,30.5,Yes,1,74,5171,Attitude of service provider,87,3,10
6797-LNAQX,70,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,98.3,6859.5,Yes,1,98,4794,Attitude of service provider,1183,8,21
6394-MFYNG,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,107.4,5121.3,Yes,1,89,4956,Attitude of support person,1014,9,3
1564-NTYXF,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,82.0,1127.2,Yes,1,99,3363,Attitude of support person,1015,14,2
8155-IBNHG,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,75.4,1747.85,Yes,1,74,2325,Attitude of support person,91,5,7
0886-QGENL,27,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,101.25,2754.45,Yes,1,77,4853,Attitude of service provider,92,15,2
8739-WWKDU,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,89.5,2196.15,Yes,1,90,4849,Attitude of service provider,1017,6,2
8685-WHQPW,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,74.4,1692.6,Yes,1,81,2407,Attitude of service provider,504,14,3
4745-LSPLO,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.5,20.5,Yes,1,84,3731,Attitude of support person,1018,1,5
8083-YTZES,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,74.35,265.35,Yes,1,73,3622,Attitude of support person,794,1,2
7240-FQLHE,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,99.75,1836.25,Yes,1,68,5857,Attitude of support person,1184,15,10
6664-FPDAC,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,111.95,6418.9,Yes,1,91,4060,Attitude of service provider,505,14,16
0786-VSSUD,16,No,No phone service,DSL,No,Yes,No,No,Yes,No,39.0,679.85,Yes,1,92,5692,Attitude of service provider,1185,6,1
3976-BWUCK,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,94.1,2804.45,Yes,1,94,5255,Attitude of service provider,800,5,7
3585-ISXZP,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,95.65,778.1,Yes,1,95,5335,Attitude of support person,99,9,10
6583-QGCSI,50,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,88.05,4367.35,Yes,1,87,5813,Competitor made better offer,100,15,2
4174-LPGTI,41,Yes,No,DSL,No,Yes,No,Yes,No,Yes,66.5,2728.6,Yes,1,65,2517,Moved,1186,5,9
2108-XWMPY,3,No,No phone service,DSL,Yes,Yes,No,No,No,No,35.45,106.85,Yes,1,70,2095,Moved,1187,1,1
6304-IJFSQ,3,Yes,No,DSL,No,Yes,No,No,No,No,49.9,130.1,Yes,1,73,5585,Moved,1188,1,1
0093-XWZFY,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,104.5,4036.85,Yes,1,93,2832,Competitor had better devices,804,1,7
1980-KXVPM,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,75.05,256.25,Yes,1,83,3553,Competitor offered higher download speeds,1189,14,7
7703-ZEKEF,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,81.0,1917.1,Yes,1,78,5701,Competitor offered more data,511,1,2
0723-DRCLG,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,74.45,74.45,Yes,1,94,2394,Competitor made better offer,103,15,2
5482-NUPNA,4,Yes,No,DSL,Yes,Yes,No,Yes,No,No,60.4,272.15,Yes,1,90,5730,Competitor had better devices,1023,9,1
1122-JWTJW,1,Yes,No,Fiber optic,No,No,No,No,No,No,70.65,70.65,Yes,1,82,3463,Competitor had better devices,106,7,1
1699-HPSBG,12,Yes,No,DSL,No,No,No,Yes,Yes,No,59.8,727.8,Yes,1,69,4581,Competitor offered higher download speeds,1190,1,16
8775-CEBBJ,9,Yes,No,DSL,No,No,No,No,No,No,44.2,403.35,Yes,1,87,2029,Competitor offered higher download speeds,107,9,3
6894-LFHLY,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,75.75,75.75,Yes,1,97,5571,Competitor offered higher download speeds,1026,6,2
0639-TSIQW,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,102.95,6886.25,Yes,1,70,5620,Competitor offered more data,808,9,7
8361-LTMKD,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,74.4,306.6,Yes,1,77,5839,Competitor offered more data,110,13,1
7590-VHVEG,1,No,No phone service,DSL,No,Yes,No,No,No,No,29.85,29.85,No,0,27,3964,N/A,978,5,2
5575-GNVDE,34,Yes,No,DSL,Yes,No,Yes,No,No,No,56.95,1889.5,No,0,61,3441,N/A,1154,1,15
7795-CFOCW,45,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,42.3,1840.75,No,0,66,4307,N/A,437,1,13
1452-KIOVK,22,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,89.1,1949.4,No,0,43,4459,N/A,438,4,7
6713-OKOMC,10,No,No phone service,DSL,Yes,No,No,No,No,No,29.75,301.9,No,0,51,2013,N/A,1191,9,5
6388-TABGU,62,Yes,No,DSL,Yes,Yes,No,No,No,No,56.15,3487.95,No,0,58,4529,N/A,979,1,13
9763-GRSKD,13,Yes,No,DSL,Yes,No,No,No,No,No,49.95,587.45,No,0,76,5764,N/A,439,7,1
7469-LKBCI,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.95,326.8,No,0,39,4726,N/A,440,1,22
8091-TTVAX,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,100.35,5681.1,No,0,71,6432,N/A,441,8,12
5129-JLPIS,25,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,105.5,2686.05,No,0,75,5822,N/A,747,1,2
3655-SNQYZ,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,113.25,7895.15,No,0,43,5141,N/A,748,5,22
8191-XWSZG,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.65,1022.95,No,0,35,5186,N/A,1192,9,15
9959-WOFKT,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,106.7,7382.25,No,0,73,4479,N/A,1155,1,21
4183-MYFRB,21,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,90.05,1862.9,No,0,57,5982,N/A,1193,9,2
1680-VDCWW,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.8,202.25,No,0,77,5279,N/A,442,8,13
3638-WEABW,58,Yes,Yes,DSL,No,Yes,No,Yes,No,No,59.9,3505.1,No,0,53,6407,N/A,443,5,17
6322-HRPFA,49,Yes,No,DSL,Yes,Yes,No,Yes,No,No,59.6,2970.3,No,0,79,4986,N/A,1156,7,4
6865-JZNKO,30,Yes,No,DSL,Yes,Yes,No,No,No,No,55.3,1530.6,No,0,65,2725,N/A,980,9,3
5248-YGIJN,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,90.25,6369.45,No,0,21,5974,N/A,749,8,17
3841-NFECX,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,96.35,6766.95,No,0,38,5309,N/A,750,15,17
4929-XIHVW,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,95.5,181.65,No,0,69,4449,N/A,1194,13,7
6827-IEAUQ,27,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,66.15,1874.45,No,0,66,3213,N/A,1195,5,15
7310-EGVHZ,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.2,20.2,No,0,77,5526,N/A,1157,1,10
3413-BMNZE,1,Yes,No,DSL,No,No,No,No,No,No,45.25,45.25,No,0,40,3144,N/A,444,6,10
6234-RAAPL,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,99.9,7251.7,No,0,79,5915,N/A,981,5,21
6572-ADKRS,46,Yes,No,Fiber optic,No,No,Yes,No,No,No,74.8,3548.3,No,0,41,3395,N/A,1196,9,7
8865-TNMNX,10,Yes,No,DSL,No,Yes,No,No,No,No,49.55,475.7,No,0,22,2392,N/A,751,8,15
9489-DEDVP,70,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,69.2,4872.35,No,0,25,4715,N/A,982,5,17
9867-JCZSP,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.75,418.25,No,0,64,3646,N/A,445,5,15
4671-VJLCL,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,79.85,4861.45,No,0,70,4595,N/A,1197,9,17
4080-IIARD,13,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,76.2,981.45,No,0,41,2569,N/A,446,5,2
3714-NTNFO,49,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,84.5,3906.7,No,0,71,6434,N/A,752,9,2
5948-UJZLF,2,Yes,No,DSL,No,Yes,No,No,No,No,49.25,97.0,No,0,57,3805,N/A,753,1,5
7639-LIAYI,52,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,79.75,4217.8,No,0,49,4142,N/A,754,1,17
2954-PIBKO,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,64.15,4254.1,No,0,62,5128,N/A,447,5,17
8012-SOUDQ,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,90.25,3838.75,No,0,52,2223,N/A,448,14,2
6575-SUVOI,25,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,69.5,1752.65,No,0,25,3154,N/A,449,15,7
4667-QONEA,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,74.85,4456.35,No,0,59,5153,N/A,1198,15,19
8769-KKTPH,63,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,99.65,6311.2,No,0,79,4572,N/A,450,5,19
5067-XJQFU,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,108.45,7076.35,No,0,74,4582,N/A,1199,13,16
3957-SQXML,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.95,894.3,No,0,62,5408,N/A,755,5,22
